---- PEOPLE ----
('Pfcpbx', 'Emgrqffe', 'FM', 'St. Paul'),
(174, 420, 9, 9),
(963, 915, 7, 2),
(968, 638, 16, 7),
(496, 849, 5, 2),
(643, 883, 11, 5),
(386, 767, 7, 3),
(121, 371, 3, 3),
(426, 677, 7, 2),
(538, 995, 7, 6),
(79, 768, 3, 3),
(686, 222, 9, 8),
(717, 720, 8, 4),
(287, 743, 10, 1),
(908, 120, 3, 2),
(800, 826, 11, 7),
(717, 569, 14, 8),
(720, 313, 12, 9),
(505, 324, 4, 1),
(235, 267, 16, 9),
(795, 872, 6, 3),
(721, 383, 10, 2),
(149, 102, 11, 5),
(736, 557, 5, 3),
(198, 123, 9, 9),
(470, 768, 18, 9),
(314, 226, 15, 8),
(591, 382, 11, 8),
(937, 816, 9, 1),
(741, 712, 7, 2),
(617, 303, 8, 2),
(315, 883, 6, 1),
(631, 952, 5, 3),
(943, 694, 15, 7),
(438, 163, 15, 8),
(795, 172, 7, 6),
(900, 352, 10, 10),
(262, 659, 16, 8),
(371, 48, 10, 2),
(552, 698, 15, 7),
(91, 327, 18, 9),
(862, 471, 8, 7),
(82, 548, 18, 9),
(923, 776, 5, 4),
(804, 210, 13, 6),
(187, 335, 9, 6),
(112, 855, 7, 5),
(383, 110, 8, 2),
(163, 731, 9, 1),
(213, 318, 4, 2),
(845, 529, 13, 7),
(656, 572, 9, 5),
(195, 274, 10, 3),
(435, 772, 10, 4),
(690, 27, 12, 4),
(575, 961, 5, 2),
(254, 848, 2, 2),
(227, 462, 14, 6),
(377, 619, 5, 2),
(508, 656, 15, 8),
(6, 558, 12, 5),
(171, 990, 18, 10),
(296, 793, 10, 5),
(758, 944, 3, 3),
(344, 802, 14, 8),
(522, 691, 5, 5),
(415, 494, 9, 2),
(776, 597, 12, 5),
(129, 918, 13, 10),
(974, 122, 9, 6),
(64, 436, 12, 3),
(514, 576, 13, 9),
(380, 974, 13, 9),
(467, 688, 9, 7),
(8, 3, 2, 1),
(656, 887, 11, 8),
(542, 849, 5, 5),
(478, 984, 5, 5),
(959, 769, 15, 7),
(282, 303, 11, 8),
(82, 120, 4, 4),
(999, 989, 5, 5),
(901, 554, 19, 10),
(833, 426, 7, 3),
(111, 516, 13, 9),
(33, 36, 16, 10),
(130, 481, 6, 6),
(153, 126, 13, 7),
(574, 931, 5, 2),
(259, 776, 10, 1),
(529, 414, 16, 9),
(323, 806, 9, 8),
(734, 49, 9, 7),
(168, 704, 17, 8),
(205, 947, 2, 1),
(386, 74, 14, 5),
(36, 516, 13, 4),
(6, 471, 12, 3),
(646, 759, 11, 3),
(871, 890, 6, 5),
(923, 800, 10, 3),
(834, 734, 16, 9),
(271, 493, 10, 4),
(793, 515, 14, 5),
(979, 534, 9, 2),
(344, 339, 8, 4),
(933, 929, 13, 5),
(632, 407, 7, 6),
(86, 451, 5, 1),
(102, 685, 9, 9),
(166, 705, 4, 2),
(772, 465, 15, 6),
(114, 398, 6, 5),
(352, 633, 16, 8),
(726, 397, 9, 5),
(876, 655, 10, 1),
(970, 93, 10, 8),
(160, 611, 8, 4),
(622, 163, 15, 6),
(938, 255, 5, 4),
(93, 514, 7, 1),
(302, 82, 12, 8),
(363, 745, 14, 7),
(721, 698, 9, 5),
(325, 334, 6, 2),
(167, 126, 15, 7),
(32, 500, 13, 7),
(292, 458, 7, 2),
(314, 910, 15, 9),
(89, 841, 14, 7),
(447, 541, 11, 5),
(971, 736, 2, 1),
(144, 993, 10, 10),
(804, 934, 5, 3),
(790, 47, 12, 3),
(834, 121, 11, 3),
(441, 287, 12, 3),
(276, 547, 8, 3),
(328, 729, 8, 2),
(883, 425, 15, 9),
(108, 277, 7, 6),
(229, 865, 7, 2),
(694, 439, 15, 10),
(909, 587, 6, 6),
(934, 645, 8, 5),
(304, 375, 15, 6),
(330, 650, 9, 2),
(198, 666, 12, 7),
(678, 314, 14, 7),
(140, 227, 6, 5),
(848, 735, 8, 4),
(645, 733, 8, 1),
(930, 360, 4, 1),
(767, 541, 10, 7),
(284, 51, 9, 6),
(531, 559, 10, 7),
(565, 147, 10, 7),
(658, 736, 8, 3),
(976, 261, 10, 10),
(921, 878, 11, 9),
(320, 828, 10, 4),
(190, 146, 10, 5),
(620, 200, 16, 8),
(994, 495, 9, 7),
(72, 252, 19, 10),
(144, 829, 12, 3),
(191, 670, 4, 3),
(456, 719, 7, 7),
(771, 411, 9, 7),
(183, 835, 10, 8),
(844, 363, 14, 7),
(465, 872, 11, 2),
(671, 823, 11, 8),
(260, 888, 12, 9),
(859, 998, 8, 7),
(567, 574, 13, 9),
(924, 157, 3, 3),
(112, 90, 6, 5),
(958, 496, 9, 5),
(837, 190, 12, 9),
(227, 897, 15, 9),
(483, 534, 14, 9),
(351, 717, 14, 5),
(729, 919, 2, 2),
(62, 263, 15, 6),
(298, 466, 2, 2),
(957, 279, 3, 2),
(193, 395, 12, 8),
(63, 712, 6, 5),
(338, 910, 10, 2),
(753, 906, 3, 3),
(487, 179, 13, 6),
(823, 856, 8, 4),
(388, 203, 17, 8),
(416, 12, 18, 9),
(25, 406, 7, 2),
(786, 890, 13, 9),
(34, 415, 13, 5),
(305, 663, 14, 6),
(47, 304, 10, 5),
(722, 354, 5, 4),
(659, 158, 14, 6),
(32, 286, 13, 5),
(181, 201, 14, 7),
(692, 26, 14, 7),
(592, 301, 6, 3),
(152, 371, 15, 8),
(998, 845, 13, 10),
(177, 81, 11, 9),
(454, 115, 13, 5),
(36, 846, 9, 3),
(963, 297, 4, 4),
(590, 721, 10, 5),
(796, 123, 6, 4),
(655, 324, 15, 6),
(543, 513, 15, 6),
(30, 978, 17, 10),
(931, 525, 17, 8),
(688, 530, 5, 5),
(484, 139, 1, 1),
(725, 460, 10, 6),
(735, 335, 15, 6),
(240, 496, 2, 1),
(249, 239, 11, 5),
(167, 84, 4, 2),
(653, 484, 12, 10),
(491, 547, 11, 4),
(368, 431, 4, 3),
(614, 475, 11, 8),
(872, 824, 11, 6),
(437, 759, 9, 9),
(292, 454, 9, 9),
(813, 318, 12, 3),
(481, 179, 11, 9),
(774, 33, 13, 9),
(548, 408, 10, 4),
(949, 859, 15, 7),
(601, 24, 7, 1),
(633, 901, 12, 4),
(406, 163, 14, 10),
(81, 994, 14, 6),
(50, 363, 13, 7),
(520, 868, 17, 8),
(938, 555, 8, 5),
(393, 923, 10, 10),
(344, 350, 1, 1),
(859, 261, 9, 8),
(360, 813, 6, 1),
(489, 80, 12, 8),
(828, 148, 10, 5),
(446, 674, 14, 8),
(661, 94, 7, 1),
(93, 906, 3, 3)
